person_id,hh_id,relate,sex,age,school_id,work_id,gq_id
5510720,2064876,1,2,41,,1.70314E+15,
5510722,2064878,1,2,48,,1.70318E+15,
5510724,2064880,1,1,77,,,
5510725,2064880,2,2,78,,,
5510726,2064881,1,1,49,,,
5510727,2064882,1,2,25,,,
5510728,2064882,3,1,3,,,
5510729,2064883,1,2,29,,1.70314E+15,
5510730,2064883,18,2,29,,1.70313E+15,
5510732,2064885,1,1,25,,1.70318E+15,
5510733,2064886,1,1,40,,1.70314E+15,
5510734,2064887,1,1,57,,,
5510735,2064887,2,2,48,,1.70318E+15,
5510736,2064888,1,1,35,,1.70316E+15,
5510737,2064889,1,1,40,,,
5510738,2064890,1,2,41,,1.70314E+15,
5510739,2064891,1,2,26,,1.70313E+15,
5510740,2064892,1,1,68,,,
5510741,2064893,1,2,53,,1.70318E+15,
5510742,2064894,1,2,34,,1.70314E+15,
5510743,2064894,2,1,25,,,
5510745,2064896,1,1,29,,1.70318E+15,
5510750,2064898,1,2,42,,1.70314E+15,
5510751,2064899,1,2,78,,,
5510754,2064901,1,1,57,,,
5510755,2064902,1,2,81,,,
5510756,2064903,1,2,33,,1.70315E+15,
5510757,2064903,6,2,60,,1.70314E+15,
5510758,2064903,19,2,35,,1.70313E+15,
5510759,2064904,1,1,25,,1.70316E+15,
5510760,2064904,2,2,25,,1.70311E+15,
5510761,2064905,1,2,24,,1.70314E+15,
5510762,2064906,1,2,24,,1.70318E+15,
5510763,2064906,19,1,28,,1.70314E+15,
5510764,2064907,1,1,58,,,
5510765,2064908,1,1,69,,1.70314E+15,
5510766,2064908,2,2,67,,1.70314E+15,
5510767,2064909,1,2,58,,1.70314E+15,
5510768,2064909,3,1,39,,1.7031E+15,
5510769,2064909,6,2,60,,,
5510770,2064910,1,2,33,,1.70313E+15,
5510772,2064912,1,1,24,,1.70314E+15,
5510774,2064914,1,1,46,,1.70314E+15,
5510776,2064916,1,2,32,,1.70314E+15,
5510777,2064916,2,1,46,,,
5510778,2064916,18,1,25,,1.70314E+15,
5510779,2064916,21,1,46,,1.70317E+15,
5510780,2064917,1,1,24,,,
5510781,2064917,2,2,24,,1.7031E+15,
5510782,2064918,1,2,78,,,
5510783,2064919,1,2,54,,1.7031E+15,
5510784,2064920,1,2,69,,1.70313E+15,
5510785,2064920,2,1,69,,1.70314E+15,
5510786,2064920,3,2,29,,1.70313E+15,
5510787,2064921,1,1,75,,,
5510788,2064922,1,2,41,,1.70314E+15,
5510789,2064923,1,1,26,,1.70314E+15,
5510790,2064924,1,1,26,,,
5510791,2064925,1,2,57,,1.70314E+15,
5510792,2064926,1,2,39,,,
5510793,2064927,1,2,22,,1.70312E+15,
5510794,2064927,19,1,27,,1.7031E+15,
5510795,2064927,18,2,23,,1.70313E+15,
5510796,2064927,18,1,21,,1.70313E+15,
5510797,2064927,18,1,24,,1.70314E+15,
5510798,2064928,1,1,35,,,
5510799,2064928,2,2,30,,1.70313E+15,
5510800,2064928,5,2,11,1.70993E+11,,
5510801,2064928,3,2,7,1.70993E+11,,
5510802,2064928,8,2,3,,,
5510803,2064928,3,1,12,1.70993E+11,,
5510804,2064929,1,2,45,,1.70312E+15,
5510805,2064930,1,2,47,,1.70318E+15,
5510807,2064931,1,2,53,,1.7031E+15,
5510808,2064932,1,1,34,,,
5510812,2064934,1,2,36,,,
5510813,2064934,3,2,17,1.70993E+11,1.70314E+15,
5510814,2064934,3,1,13,1.70993E+11,,
5510815,2064935,1,2,49,,1.7031E+15,
5510816,2064935,3,2,25,,1.70316E+15,
5510818,2064935,19,1,49,,,
5510819,2064936,1,2,62,,,
5510820,2064937,1,1,24,,,
5510821,2064938,1,2,65,,1.70313E+15,
5510822,2064939,1,1,64,,1.70318E+15,
5510823,2064939,2,2,51,,1.70311E+15,
5510824,2064940,1,2,23,,,
5510825,2064940,16,1,23,,1.70313E+15,
5510826,2064941,1,2,22,,1.70313E+15,
5510827,2064942,1,1,65,,,
5510828,2064943,1,2,20,,,
5510829,2064943,19,1,21,,1.70313E+15,
5510831,2064945,1,2,29,,1.70313E+15,
5510839,2064947,1,2,56,,,
5510841,2064949,1,1,21,,1.7031E+15,
5510845,2064952,1,1,28,,,
5510846,2064952,2,2,25,,1.7031E+15,
5510847,2064953,1,1,44,,1.70313E+15,
5510848,2064954,1,2,24,,1.70313E+15,
5510849,2064955,1,1,35,,1.70313E+15,
5510850,2064956,1,1,21,,,
5510851,2064957,1,2,65,,1.70313E+15,
5510852,2064957,3,1,39,,1.70313E+15,
5510853,2064958,1,1,67,,,
5510854,2064958,2,2,72,,1.70313E+15,
5510855,2064959,1,2,27,,,
5510856,2064959,19,1,35,,1.70314E+15,
5510857,2064960,1,1,42,,,
5510858,2064960,19,1,30,,1.70313E+15,
5510859,2064961,1,1,37,,1.70314E+15,
5510860,2064961,2,2,37,,1.70313E+15,
5510861,2064962,1,2,29,,1.70313E+15,
5510862,2064962,19,1,27,,,
5510863,2064963,1,1,33,,1.70313E+15,
5510864,2064964,1,1,34,,,
5510865,2064965,1,1,24,,1.70317E+15,
5510866,2064966,1,2,41,,1.70314E+15,
5510867,2064966,3,1,18,,1.70314E+15,
5510868,2064966,6,1,24,,1.70314E+15,
5510869,2064966,19,1,32,,1.70314E+15,
5510870,2064967,1,2,33,,,
5510872,2064967,3,1,12,1.70993E+11,,
5510874,2064968,1,2,74,,1.70318E+15,
5510875,2064968,6,1,51,,,
5510876,2064969,1,1,58,,1.70313E+15,
5510877,2064970,1,1,41,,1.70318E+15,
5510878,2064970,2,2,41,,1.70314E+15,
5510879,2064970,5,2,21,,1.70318E+15,
5510880,2064970,5,1,15,1.70993E+11,,
5510881,2064971,1,1,23,,1.70314E+15,
5510882,2064972,1,1,65,,,
5510883,2064972,2,2,58,,1.70313E+15,
5510884,2064973,1,1,86,,,
5510885,2064973,2,2,80,,,
5510886,2064974,1,1,86,,,
5510887,2064974,2,2,80,,,
5510888,2064975,1,1,25,,1.70313E+15,
5510889,2064976,1,2,59,,,
5510890,2064976,2,1,61,,,
5510891,2064977,1,2,45,,,
5510892,2064978,1,1,32,,1.70314E+15,
5510893,2064978,19,2,24,,1.70438E+15,
5510894,2064979,1,2,32,,1.70314E+15,
5510895,2064979,2,1,34,,1.70314E+15,
5510896,2064980,1,1,54,,1.70314E+15,
5510898,2064982,1,2,46,,1.70313E+15,
5510899,2064982,3,2,17,1.70993E+11,1.70311E+15,
5510900,2064983,1,1,66,,1.70313E+15,
5510901,2064983,2,2,64,,,
5510902,2064984,1,2,43,,1.70316E+15,
5510903,2064985,1,2,45,,1.70314E+15,
5510904,2064985,2,1,46,,1.70313E+15,
5510905,2064986,1,2,41,,1.70313E+15,
5510907,2064987,1,2,35,,1.70314E+15,
5510908,2064988,1,2,22,,,
5510909,2064989,1,2,33,,1.70318E+15,
5510910,2064989,18,2,19,,1.70311E+15,
5510911,2064990,1,2,36,,1.70318E+15,
5510912,2064991,1,1,53,,,
5510913,2064991,2,2,49,,1.70314E+15,
5510914,2064991,3,1,15,1.70993E+11,,
5510915,2064992,1,2,22,,1.70313E+15,
5510916,2064993,1,2,56,,,
5510917,2064994,1,2,63,,1.70314E+15,
5510918,2064995,1,1,48,,1.70314E+15,
5510919,2064996,1,2,40,,,
5510920,2064997,1,1,24,,1.70314E+15,
5510921,2064998,1,2,33,,1.70313E+15,
5510922,2064998,2,1,32,,1.70313E+15,
5510925,2064998,3,1,0,,,
5510926,2064998,7,2,60,,1.70314E+15,
5510927,2064999,1,2,36,,,
5510928,2065000,1,2,63,,,
5510929,2065001,1,1,38,,1.70438E+15,
5510930,2065002,1,2,34,,,
5510931,2065003,1,2,43,,1.70318E+15,
5510932,2065004,1,1,79,,,
5510935,2065006,1,1,52,,1.70314E+15,
5510936,2065007,1,2,24,,,
5510937,2065008,1,1,56,,1.70313E+15,
5510938,2065009,1,2,54,,1.70311E+15,
5510939,2065010,1,2,21,,1.70313E+15,
5510940,2065011,1,1,30,,1.70311E+15,
5510941,2065012,1,1,41,,1.70314E+15,
5510942,2065013,1,1,47,,,
5510943,2065013,2,2,45,,,
5510944,2065013,3,1,19,,1.70313E+15,
5510945,2065013,3,2,18,,1.70311E+15,
5510949,2065015,1,2,28,,1.70313E+15,
5510950,2065015,2,1,30,,,
5510951,2065016,1,2,38,,,
5510952,2065017,1,1,60,,1.70314E+15,
5510953,2065017,2,2,62,,1.70316E+15,
5510954,2065017,3,1,26,,,
5510955,2065017,3,1,24,,1.70314E+15,
5510956,2065018,1,2,66,,1.70314E+15,
5510957,2065018,3,1,35,,1.70313E+15,
5510958,2065019,1,1,43,,1.70311E+15,
5510959,2065019,2,2,47,,1.70314E+15,
5510963,2065020,1,2,76,,,
5510964,2065021,1,1,48,,,
5510965,2065022,1,1,18,,1.70314E+15,
5510966,2065023,1,1,79,,,
5510967,2065024,1,2,29,,1.70314E+15,
5510968,2065024,18,2,26,,1.70313E+15,
5510969,2065025,1,1,18,,1.70314E+15,
5510970,2065026,1,1,28,,1.70314E+15,
5510971,2065027,1,1,55,,,
5510972,2065028,1,1,49,,1.70313E+15,
5510973,2065029,1,2,32,,1.70313E+15,
5510974,2065030,1,2,30,,,
5510975,2065031,1,1,25,,1.70313E+15,
5510976,2065032,1,2,55,,,
5510977,2065032,3,1,27,,,
5510978,2065033,1,1,65,,1.70313E+15,
5510979,2065034,1,1,58,,,
5510980,2065035,1,1,59,,,
5510981,2065036,1,1,50,,1.70314E+15,
5510982,2065037,1,2,22,,,
5510983,2065038,1,1,44,,1.70313E+15,
5510984,2065038,19,2,40,,1.70314E+15,
5510985,2065039,1,1,49,,1.70313E+15,
5510986,2065039,2,2,48,,1.70311E+15,
5510987,2065039,6,1,51,,1.70311E+15,
5510988,2065040,1,1,48,,1.70314E+15,
5510989,2065040,2,2,41,,1.70314E+15,
5510992,2065041,1,2,20,,,
5510993,2065041,19,1,21,,1.70314E+15,
5510994,2065042,1,2,28,,1.70314E+15,
5510995,2065043,1,1,31,,1.70313E+15,
5510996,2065043,2,2,31,,1.70311E+15,
5510997,2065043,3,2,0,,,
5510998,2065044,1,2,39,,1.70438E+15,
5510999,2065045,1,2,27,,1.70313E+15,
5511000,2065045,2,1,29,,1.70318E+15,
5511002,2065046,1,2,33,,1.70314E+15,
5511003,2065046,6,2,60,,1.70312E+15,
5511004,2065046,19,2,35,,1.70313E+15,
5511005,2065047,1,1,47,,1.70314E+15,
5511006,2065048,1,2,53,,1.70314E+15,
5511007,2065049,1,2,28,,1.70313E+15,
5511009,2065049,7,1,53,,,
5511010,2065050,1,2,55,,1.70314E+15,
5511011,2065051,1,1,22,,1.70313E+15,
5511012,2065052,1,1,36,,1.70313E+15,
5511013,2065053,1,2,58,,1.70314E+15,
5511015,2065054,1,1,58,,,
5511016,2065055,1,2,68,,1.70318E+15,
5511017,2065056,1,2,26,,1.70313E+15,
5511019,2065057,1,1,48,,1.70313E+15,
5511020,2065057,3,1,11,1.70993E+11,,
5511021,2065058,1,2,45,,1.70318E+15,
5511022,2065059,1,2,83,,,
5511023,2065059,21,2,75,,,
5511024,2065059,18,1,81,,,
5511025,2065059,21,2,29,,1.70314E+15,
5511026,2065060,1,2,49,,1.70314E+15,
5511027,2065060,4,1,24,,1.70313E+15,
5511028,2065061,1,2,55,,1.70314E+15,
5511029,2065062,1,2,41,,1.70311E+15,
5511030,2065062,2,1,46,,1.70313E+15,
5511031,2065062,3,1,2,,,
5511032,2065063,1,1,58,,,
5511033,2065063,2,2,52,,1.70316E+15,
5511034,2065063,3,1,23,,,
5511035,2065064,1,2,56,,1.70316E+15,
5511036,2065065,1,2,22,,1.70314E+15,
5511037,2065066,1,2,28,,1.70311E+15,
5511040,2065067,1,2,61,,,
5511041,2065067,3,1,42,,,
5511042,2065067,3,1,32,,,
5511043,2065068,1,2,25,,1.70314E+15,
5511044,2065068,2,1,30,,1.70314E+15,
5511045,2065069,1,2,56,,1.70313E+15,
5511046,2065070,1,2,27,,1.70318E+15,
5511047,2065071,1,1,22,,1.70314E+15,
5511048,2065071,2,2,21,,1.70313E+15,
5511049,2065072,1,1,25,,1.70314E+15,
5511050,2065073,1,1,65,,1.70313E+15,
5511051,2065074,1,2,38,,1.70313E+15,
5511053,2065074,19,1,42,,1.70314E+15,
5511054,2065075,1,2,49,,1.70311E+15,
5511055,2065075,3,1,24,,1.70318E+15,
5511057,2065076,1,2,28,,1.70314E+15,
5511058,2065077,1,1,52,,,
5511059,2065078,1,1,43,,,
5511060,2065079,1,1,63,,1.70317E+15,
5511061,2065079,19,2,39,,1.70313E+15,
5511062,2065080,1,2,38,,1.70313E+15,
5511064,2065081,1,2,56,,1.70314E+15,
5511065,2065082,1,2,45,,1.70313E+15,
5511066,2065083,1,2,24,,1.70314E+15,
5511067,2065083,18,2,24,,1.70313E+15,
5511068,2065084,1,2,55,,,
5511069,2065085,1,2,32,,1.70313E+15,
5511070,2065085,2,1,37,,1.70313E+15,
5511071,2065085,3,2,4,1.70319E+11,,
5511072,2065085,3,2,1,,,
5511073,2065086,1,2,21,,1.70313E+15,
5511074,2065087,1,2,50,,1.70313E+15,
5511075,2065087,3,1,22,,1.70314E+15,
5511076,2065087,3,2,28,,1.70311E+15,
5511077,2065088,1,2,28,,1.70313E+15,
5511078,2065089,1,1,29,,1.70315E+15,
5511079,2065090,1,2,28,,1.70314E+15,
5511080,2065090,2,1,31,,1.70314E+15,
5511081,2065091,1,1,24,,1.70313E+15,
5511082,2065092,1,1,51,,1.70311E+15,
5511083,2065093,1,1,52,,1.70314E+15,
5511084,2065094,1,1,22,,1.70311E+15,
5511085,2065095,1,1,44,,,
5511086,2065095,2,2,31,,,
5511087,2065096,1,1,33,,1.70318E+15,
5511088,2065096,19,2,38,,1.70318E+15,
5511089,2065097,1,1,49,,1.70314E+15,
5511090,2065097,21,1,44,,1.70313E+15,
5511091,2065098,1,1,53,,,
5511092,2065098,2,2,49,,,
5511093,2065098,3,1,15,1.70993E+11,,
5511094,2065099,1,1,79,,,
5511095,2065100,1,2,30,,1.70318E+15,
5511097,2065101,1,1,49,,1.70313E+15,
5511098,2065101,21,1,44,,1.70314E+15,
5511099,2065102,1,2,44,,1.70313E+15,
5511100,2065103,1,2,48,,1.70317E+15,
5511101,2065104,1,2,23,,1.70318E+15,
5511102,2065105,1,2,51,,1.70313E+15,
5511103,2065106,1,2,44,,,
5511104,2065107,1,1,81,,,
5511105,2065107,2,2,70,,1.70313E+15,
5511106,2065108,1,1,58,,,
5511107,2065108,2,2,38,,1.70313E+15,
5511109,2065108,6,2,65,,,
5511110,2065109,1,1,44,,,
5511111,2065110,1,1,67,,1.70313E+15,
5511112,2065110,2,2,67,,,
5511113,2065110,3,1,32,,1.70318E+15,
5511114,2065110,3,1,36,,1.70313E+15,
5511115,2065110,3,1,46,,1.70314E+15,
5511116,2065111,1,1,24,,1.70317E+15,
5511117,2065111,2,2,20,,1.70313E+15,
5511118,2065112,1,2,85,,,
5511119,2065112,3,1,56,,1.70311E+15,
5511120,2065113,1,1,79,,,
5511121,2065114,1,2,27,,,
5511123,2065116,1,2,28,,1.70314E+15,
5511124,2065117,1,1,56,,,
5511125,2065117,2,2,55,,1.70314E+15,
5511127,2065118,1,1,86,,,
5511128,2065118,2,2,80,,,
5511129,2065119,1,2,28,,1.70318E+15,
5511130,2065119,18,2,25,,1.70314E+15,
5511131,2065120,1,2,35,,1.70313E+15,
5511132,2065120,2,1,37,,1.70314E+15,
5511133,2065121,1,1,60,,,
5511134,2065122,1,1,52,,1.70313E+15,
5511135,2065122,2,2,44,,1.70314E+15,
5511136,2065123,1,2,30,,,
5511137,2065124,1,2,32,,1.70438E+15,
5511138,2065125,1,1,43,,1.70314E+15,
5511139,2065126,1,2,61,,1.70314E+15,
5511140,2065127,1,2,40,,1.70318E+15,
5511141,2065127,3,1,16,1.70993E+11,1.70313E+15,
5511143,2065128,1,1,39,,,
5511144,2065129,1,2,33,,1.70314E+15,
5511145,2065129,3,2,2,,,
5511148,2065130,1,2,53,,1.70314E+15,
5511149,2065131,1,1,29,,1.70318E+15,
5511150,2065132,1,1,34,,,
5511151,2065133,1,2,56,,1.70314E+15,
5511152,2065134,1,1,27,,,
5511153,2065134,19,2,28,,1.70318E+15,
5511154,2065135,1,2,29,,1.70314E+15,
5511155,2065136,1,1,81,,,
5511156,2065136,2,2,70,,,
5511157,2065137,1,1,48,,1.70313E+15,
5511158,2065137,2,2,48,,1.70314E+15,
5511161,2065138,1,2,27,,1.70314E+15,
5511162,2065138,18,2,29,,1.70314E+15,
5511163,2065139,1,1,61,,,
5511164,2065139,2,2,48,,1.70318E+15,
5511166,2065140,1,1,37,,1.70311E+15,
5511167,2065140,2,2,40,,1.70314E+15,
5511169,2065140,3,2,2,,,
5511170,2065141,1,2,48,,,
5511171,2065141,3,2,17,1.70993E+11,1.70318E+15,
5511176,2065142,1,2,40,,1.70314E+15,
5511177,2065143,1,2,51,,1.70314E+15,
5511178,2065144,1,2,78,,,
5511179,2065145,1,2,24,,1.70313E+15,
5511180,2065145,18,2,24,,1.70318E+15,
5511181,2065146,1,1,28,,1.70314E+15,
5511182,2065147,1,1,36,,1.70314E+15,
5511183,2065147,2,2,29,,,
5511184,2065147,9,2,55,,,
5511185,2065148,1,1,34,,1.70313E+15,
5511186,2065149,1,2,28,,,
5511187,2065149,18,2,25,,1.70313E+15,
5511188,2065150,1,2,21,,,
5511189,2065150,16,2,18,,1.70313E+15,
5511190,2065150,7,1,46,,1.70313E+15,
5511191,2065150,18,2,18,,1.70314E+15,
5511192,2065150,18,2,35,,1.70314E+15,
5511193,2065151,1,2,30,,1.70313E+15,
5511194,2065152,1,2,52,,1.70313E+15,
5511195,2065153,1,2,23,,,
5511196,2065153,18,2,22,,1.70313E+15,
5511197,2065154,1,2,54,,1.70314E+15,
5511198,2065155,1,2,47,,1.70311E+15,
5511199,2065156,1,1,67,,,
5511200,2065156,2,2,72,,1.70314E+15,
5511201,2065157,1,1,31,,1.70313E+15,
5511202,2065157,2,2,30,,1.70311E+15,
5511203,2065158,1,2,55,,,
5511204,2065159,1,1,24,,1.70314E+15,
5511205,2065160,1,1,26,,,
5511206,2065160,6,1,21,,,
5511207,2065161,1,2,28,,1.70313E+15,
5511208,2065161,2,1,30,,1.70314E+15,
5511209,2065162,1,1,51,,1.70314E+15,
5511210,2065162,2,2,54,,1.70313E+15,
5511211,2065162,3,2,19,,,
5511212,2065163,1,1,30,,1.70313E+15,
5511213,2065164,1,2,33,,,
5511214,2065165,1,1,41,,1.70313E+15,
5511215,2065166,1,1,63,,1.70314E+15,
5511216,2065166,2,2,59,,1.70314E+15,
5511217,2065166,3,2,23,,1.70313E+15,
5511218,2065166,3,1,25,,1.70314E+15,
5511219,2065166,3,2,32,,1.70314E+15,
5511220,2065167,1,2,25,,,
5511221,2065168,1,2,31,,1.70314E+15,
5511222,2065168,3,1,14,1.70993E+11,,
5511223,2065168,3,2,12,1.70993E+11,,
5511226,2065169,1,1,73,,1.70313E+15,
5511227,2065169,2,2,71,,1.70314E+15,
5511228,2065170,1,2,27,,1.70314E+15,
5511229,2065171,1,1,80,,,
5511230,2065171,2,2,65,,1.70314E+15,
5511231,2065172,1,1,75,,,
5511232,2065172,3,1,37,,1.70314E+15,
5511233,2065172,17,2,33,,1.70314E+15,
5511234,2065173,1,1,58,,,
5511235,2065173,2,2,54,,1.70311E+15,
5511236,2065174,1,1,26,,1.70314E+15,
5511237,2065174,6,1,21,,1.70318E+15,
5511238,2065175,1,1,58,,,
5511239,2065175,2,2,57,,1.70314E+15,
5511240,2065176,1,2,56,,,
5511241,2065176,19,1,64,,,
5511242,2065177,1,1,73,,,
5511243,2065177,2,2,45,,1.70313E+15,
5511244,2065178,1,2,24,,1.70313E+15,
5511245,2065178,18,2,23,,1.70313E+15,
5511246,2065179,1,2,23,,1.70314E+15,
5511247,2065180,1,2,46,,1.70311E+15,
5511248,2065180,3,2,17,1.70993E+11,1.70318E+15,
5511249,2065181,1,2,61,,1.70314E+15,
5511250,2065181,19,1,53,,1.70317E+15,
5511251,2065182,1,1,19,,1.70314E+15,
5511252,2065182,18,1,20,,1.70318E+15,
5511253,2065182,18,1,19,,1.70314E+15,
5511254,2065182,18,1,21,,1.70313E+15,
5511255,2065183,1,2,45,,1.70311E+15,
5511256,2065184,1,1,23,,,
5511257,2065185,1,2,36,,1.70315E+15,
5511258,2065186,1,2,57,,1.70314E+15,
5511259,2065187,1,2,50,,1.70313E+15,
5511260,2065188,1,1,76,,,
5511261,2065189,1,1,49,,1.70314E+15,
5511262,2065189,2,2,45,,1.70313E+15,
5511265,2065190,1,1,65,,,
5511266,2065191,1,2,32,,,
5511267,2065191,2,1,46,,1.70314E+15,
5511268,2065191,18,1,25,,1.70318E+15,
5511269,2065191,21,1,46,,1.70318E+15,
5511270,2065192,1,1,58,,,
5511271,2065193,1,2,34,,1.70313E+15,
5511272,2065194,1,2,62,,,
5511273,2065195,1,2,49,,1.70314E+15,
5511274,2065195,6,2,37,,1.70313E+15,
5511279,2065197,1,2,30,,1.70311E+15,
5511280,2065198,1,1,78,,,
5511281,2065198,3,2,21,,1.70313E+15,
5511282,2065199,1,1,37,,,
5511283,2065199,2,2,39,,1.70311E+15,
5511285,2065200,1,2,55,,1.70313E+15,
5511286,2065201,1,2,45,,1.70311E+15,
5511287,2065201,18,1,74,,1.70318E+15,
5511288,2065202,1,2,31,,1.70314E+15,
5511289,2065203,1,1,25,,1.70314E+15,
5511290,2065204,1,2,56,,1.70314E+15,
5511291,2065205,1,1,29,,1.70314E+15,
5511292,2065206,1,1,24,,1.70318E+15,
5511293,2065206,2,2,22,,1.70314E+15,
5511294,2065206,3,2,1,,,
5511295,2065207,1,1,49,,1.70313E+15,
5511296,2065208,1,2,59,,1.70318E+15,
5511297,2065208,2,1,61,,,
5511298,2065209,1,1,25,,1.70318E+15,
5511299,2065210,1,1,22,,,
5511300,2065211,1,1,58,,1.70318E+15,
5511301,2065211,2,2,54,,1.70314E+15,
5511302,2065212,1,1,22,,1.70313E+15,
5511303,2065213,1,1,56,,1.70311E+15,
5511304,2065213,2,2,55,,1.70313E+15,
5511305,2065214,1,1,37,,1.70313E+15,
5511306,2065214,2,2,37,,1.70313E+15,
5511308,2065215,1,2,40,,,
5511309,2065216,1,1,53,,1.70313E+15,
5511310,2065216,2,2,44,,1.70314E+15,
5511311,2065216,3,2,18,,1.70313E+15,
5511312,2065217,1,1,65,,1.70314E+15,
5511313,2065217,2,2,35,,1.70313E+15,
5511315,2065218,1,2,57,,1.70314E+15,
5511316,2065218,3,1,36,,1.70314E+15,
5511317,2065218,3,1,36,,1.70313E+15,
5511318,2065219,1,1,46,,1.70314E+15,
5511319,2065219,2,2,44,,1.70314E+15,
5511320,2065219,3,1,17,1.70993E+11,1.70315E+15,
5511321,2065220,1,1,70,,1.70313E+15,
5511322,2065220,16,1,54,,1.70316E+15,
5511323,2065221,1,1,32,,,
5511324,2065221,19,2,24,,1.70314E+15,
5511325,2065222,1,2,22,,1.70313E+15,
5511326,2065223,1,1,28,,1.70318E+15,
5511327,2065223,2,2,28,,1.70313E+15,
5511328,2065224,1,1,46,,1.70314E+15,
5511329,2065224,2,2,44,,1.70316E+15,
5511330,2065224,3,1,17,1.70993E+11,,
5511331,2065225,1,1,30,,,
5511332,2065225,2,2,34,,1.70314E+15,
5511333,2065225,3,1,0,,,
5511334,2065226,1,2,22,,,
5511335,2065227,1,2,28,,1.70313E+15,
5511336,2065228,1,2,51,,1.70314E+15,
5511337,2065229,1,1,31,,1.70318E+15,
5511338,2065229,2,2,28,,1.70314E+15,
5511339,2065230,1,2,58,,1.70317E+15,
5511340,2065230,2,1,64,,1.70314E+15,
5511341,2065231,1,1,49,,1.70318E+15,
5511342,2065231,6,2,43,,1.70313E+15,
5511343,2065232,1,2,74,,,
5511344,2065232,3,1,49,,1.70313E+15,
5511345,2065232,5,1,50,,1.70318E+15,
5511346,2065233,1,1,47,,1.70314E+15,
5511347,2065233,2,2,38,,1.70314E+15,
5511348,2065233,3,1,0,,,
5511349,2065234,1,2,31,,1.70313E+15,
5511350,2065235,1,2,51,,1.70314E+15,
5511351,2065235,3,2,21,,1.70314E+15,
5511352,2065236,1,2,66,,,
5511353,2065237,1,2,36,,,
5511354,2065238,1,2,41,,1.70318E+15,
5511356,2065239,1,1,57,,1.70314E+15,
5511357,2065239,2,2,48,,1.70313E+15,
5511358,2065240,1,1,70,,,
5511359,2065240,16,1,54,,1.70314E+15,
5511360,2065241,1,1,26,,1.70313E+15,
5511361,2065242,1,1,49,,1.70313E+15,
5511362,2065243,1,2,48,,1.70314E+15,
5511363,2065244,1,2,52,,1.70313E+15,
5511364,2065245,1,2,40,,1.70311E+15,
5511365,2065245,2,1,40,,,
5511366,2065246,1,2,40,,1.70314E+15,
5511367,2065247,1,2,55,,1.70313E+15,
5511368,2065248,1,1,51,,1.70314E+15,
5511369,2065248,18,1,49,,1.70315E+15,
5511370,2065248,18,1,40,,1.70314E+15,
5511371,2065248,18,1,48,,1.70318E+15,
5511372,2065248,18,1,35,,1.70313E+15,
5511373,2065248,18,1,33,,,
5511374,2065249,1,2,29,,1.70311E+15,
5511375,2065250,1,2,24,,1.70314E+15,
5511377,2065250,3,1,3,,,
5511378,2065251,1,1,60,,,
5511379,2065252,1,1,18,,1.70314E+15,
5511380,2065253,1,1,58,,,
5511381,2065254,1,2,27,,1.70313E+15,
5511382,2065254,18,2,29,,,
5511383,2065255,1,1,34,,1.70314E+15,
5511384,2065256,1,2,65,,1.70314E+15,
5511385,2065257,1,1,24,,,
5511386,2065257,18,2,19,,1.70314E+15,
5511387,2065257,18,1,24,,1.70313E+15,
5511388,2065258,1,2,30,,1.70438E+15,
5511389,2065258,3,1,3,,,
5511390,2065259,1,1,36,,1.70314E+15,
5511391,2065260,1,2,40,,1.70438E+15,
5511392,2065261,1,2,55,,1.70318E+15,
5511393,2065261,3,1,16,1.70993E+11,1.70314E+15,
5511394,2065262,1,2,26,,1.70314E+15,
5511395,2065263,1,2,29,,,
5511396,2065263,2,1,33,,1.70313E+15,
5511397,2065264,1,2,52,,1.70314E+15,
5511398,2065265,1,2,22,,1.70314E+15,
5511399,2065265,6,2,21,,1.70313E+15,
5511400,2065265,19,1,21,,1.70314E+15,
5511401,2065265,18,1,20,,,
5511402,2065266,1,2,65,,1.70314E+15,
5511403,2065267,1,1,28,,1.70313E+15,
5511404,2065268,1,2,29,,1.70313E+15,
5511405,2065269,1,1,37,,1.70315E+15,
5511406,2065269,2,2,39,,1.70314E+15,
5511408,2065270,1,1,41,,,
5511409,2065270,2,2,36,,1.70314E+15,
5511410,2065270,3,1,20,,1.70313E+15,
5511411,2065271,1,1,45,,,
5511412,2065272,1,2,22,,1.70313E+15,
5511413,2065272,17,2,20,,1.70314E+15,
5511414,2065273,1,2,28,,1.70313E+15,
5511415,2065274,1,2,63,,,
5511416,2065275,1,2,59,,1.70318E+15,
5511417,2065276,1,2,58,,,
5511418,2065277,1,2,30,,1.70314E+15,
5511419,2065277,2,1,29,,1.70313E+15,
5511420,2065278,1,2,50,,1.70313E+15,
5511421,2065278,3,1,22,,,
5511422,2065278,3,2,28,,,
5511423,2065279,1,1,43,,1.70313E+15,
5511424,2065279,2,2,43,,,
5511426,2065280,1,1,25,,1.70313E+15,
5511427,2065280,2,2,27,,1.70318E+15,
5511429,2065281,1,1,76,,,
5511430,2065282,1,1,36,,1.70314E+15,
5511431,2065282,2,2,31,,1.70314E+15,
5511432,2065283,1,2,27,,1.70314E+15,
5511433,2065284,1,2,22,,1.70314E+15,
5511434,2065284,19,1,23,,1.70313E+15,
5511435,2065285,1,2,73,,1.70314E+15,
5511436,2065286,1,2,41,,1.70314E+15,
5511437,2065287,1,2,76,,,
