person_id,hh_id,relate,sex,age,gq_id,school_id,work_id,tucaseid_weekend,tucaseid_weekday,infected
"5507039","2062766",1,2,26,"","","","20060201061163","20070201072294",0
"5507040","2062766",18,1,36,"","","","20071110071126","20031211032171",0
"5507041","2062767",1,2,52,"","","","20061110061345","20070201071456",0
"5507042","2062768",1,1,25,"","","170993001047","20070111061592","20061211061772",0
"5507043","2062769",1,1,22,"","","1704384610100547","20070504072591","20060301061688",0
"5507044","2062770",1,1,57,"","","1703128300000041","20070301071553","20060807061764",0
"5507045","2062770",2,2,48,"","","1703128300000038","20070402071547","20070101070853",0
"5507046","2062771",1,1,66,"","","1703141130000035","20040807040867","20050605051898",0
"5507047","2062771",2,2,64,"","","","20050504052403","20050705050862",0
"5507048","2062771",3,1,46,"","","","20060605060941","20060403060046",0
"5507049","2062772",1,1,49,"","","","20041110042430","20070605071617",0
"5507050","2062772",18,1,48,"","","1703141130000035","20070403070819","20070605072649",0
"5507051","2062772",18,2,27,"","","1703170050000137","20070706072429","20071110070772",0
"5507052","2062773",1,1,65,"","","1703141140000065","20070909070704","20071110070811",0
"5507053","2062773",2,2,58,"","","1703141140000065","20070112062545","20070403071494",0
"5507054","2062774",1,2,45,"","","1703180300600131","20070302071480","20070201072394",0
"5507055","2062775",1,1,70,"","","","20040112032911","20050605050663",0
"5507056","2062775",2,2,80,"","","","20061109061614","20061110061031",0
"5507057","2062775",4,2,30,"","","1703108140001234","20070808071709","20060201061978",0
"5507058","2062776",1,1,55,"","","","20070301071553","20060807061764",0
"5507059","2062776",2,2,53,"","","1703132020003400","20070201071584","20060908061797",0
"5507060","2062777",1,2,24,"","","1703177060000367","20071010070657","20070403072060",0
"5507061","2062777",18,2,24,"","","1703142030000014","20070101070602","20070505070536",0
"5507062","2062778",1,1,22,"","","1703108140001277","20040201041910","20061009062504",0
"5507063","2062779",1,1,50,"","","1703128190000408","20060806062539","20060504061554",0
"5507064","2062779",2,2,55,"","","","20070112062545","20070403071494",0
"5507065","2062779",3,1,17,"","170319101913","1703141070000047","20070111062122","20061211062429",0
"5507066","2062780",1,1,35,"","","1703108140001057","20061010060759","20070302071780",0
"5507067","2062780",2,2,30,"","","1703131040000019","20070909072294","20051111050701",0
"5507068","2062780",3,2,5,"","170319101461","","1591-036-1997-2","1591-036-1997-1",0
"5507069","2062780",3,2,2,"","","","0998-032-1997-2","0998-032-1997-1",0
"5507070","2062780",3,1,0,"","","","6361-034-1997-2","6361-034-1997-1",0
"5507071","2062781",1,2,29,"","","1703150030000034","20060201061163","20070201072294",0
"5507072","2062781",19,1,28,"","","1703141140000065","20051110050057","20071009071561",0
"5507073","2062782",1,1,31,"","","1703128300000045","20040807041671","20060909060983",0
"5507074","2062782",2,2,30,"","","1703128190000441","20070302071074","20070404070948",0
"5507075","2062782",3,2,4,"","170319101392","","0250-032-1997-2","0250-032-1997-1",0
"5507076","2062783",1,2,28,"","","","20030908030728","20031009033294",0
"5507077","2062783",18,2,25,"","","1703141130000035","20071110070965","20050112040676",0
"5507078","2062784",1,2,67,"","","1703128210000053","20070403071034","20070605070741",0
"5507079","2062784",2,1,79,"","","","20070605070833","20070807070726",0
"5507080","2062785",1,1,58,"","","","20070706070824","20071211071082",0
"5507081","2062785",2,2,52,"","","1703101040000044","20061108061736","20061008062335",0
"5507082","2062785",3,1,23,"","","","20071109071362","20070201071634",0
"5507083","2062786",1,2,44,"","","1703141080000056","20060704061125","20070101071894",0
"5507084","2062786",3,2,18,"","","","20050908051214","20060505061507",0
"5507085","2062787",1,1,38,"","","1703132020002422","20040201042365","20071211072144",0
"5507086","2062788",1,2,45,"","","1703180470100389","20070302071480","20070201072394",0
"5507087","2062789",1,1,37,"","","170993000837","20070908071887","20070806070855",0
"5507088","2062789",2,2,39,"","","1703131040000021","20061211060849","20070605070560",0
"5507089","2062789",3,2,6,"","170993000984","","1663-046-2002-2","1663-046-2002-1",0
"5507090","2062790",1,2,22,"","","1703141140000062","20050707050135","20060112050048",0
"5507091","2062790",3,1,6,"","170993000984","","5693-196-1997-2","5693-196-1997-1",0
"5507092","2062790",19,1,21,"","","170319101316","20040807041563","20051211050092",0
"5507093","2062791",1,1,39,"","","1703141110000043","20061109062099","20060706061349",0
"5507094","2062792",1,2,22,"","","","20070908070129","20030112021224",0
"5507095","2062793",1,1,25,"","","","20070201071728","20070101072241",0
"5507096","2062793",2,2,25,"","","1703143080000046","20070706071720","20061111061179",0
"5507097","2062794",1,2,21,"","","1703182480000110","20070403072174","20060302062457",0
"5507098","2062795",1,2,37,"","","","20040201041631","20050201052333",0
"5507099","2062795",18,2,36,"","","1703132020002467","20050605051110","20070201072162",0
"5507100","2062796",1,2,38,"","","1703141070000058","20060403060923","20051110051460",0
"5507101","2062796",3,2,18,"","","1703141130000035","20071211070800","20061211062047",0
"5507102","2062796",3,1,13,"","170993001047","","5922-039-1997-2","5922-039-1997-1",0
"5507103","2062796",3,1,11,"","170993001047","","6041-035-1997-2","6041-035-1997-1",0
"5507104","2062796",8,1,3,"","","","6499-039-1997-2","6499-039-1997-1",0
"5507105","2062796",13,1,22,"","","","20060807060705","20070302071700",0
"5507106","2062796",21,1,37,"","","","20050201052223","20050403051777",0
"5507107","2062797",1,2,26,"","","1703141140000065","20030908033261","20031211032383",0
"5507108","2062798",1,1,73,"","","1703141130000029","20051009051006","20071010070555",0
"5507109","2062798",2,2,71,"","","","20061111061278","20070605071678",0
"5507110","2062799",1,2,22,"","","1703141130000035","20070606072434","20061110060537",0
"5507111","2062800",1,1,37,"","","1703182480000110","20060606061115","20030807033042",0
"5507112","2062800",2,2,37,"","","1703141050000011","20070605070513","20070201071167",0
"5507113","2062801",1,1,33,"","","1703141120000014","20070302071909","20070101071249",0
"5507114","2062801",2,2,37,"","","10054278","20060403060735","20060201060579",0
"5507115","2062801",3,2,0,"","","","5969-034-1997-2","5969-034-1997-1",0
"5507116","2062802",1,2,28,"","","1703132040001193","20051110052419","20070403072060",0
"5507117","2062802",3,2,7,"","170993000984","","6840-033-2002-2","6840-033-2002-1",0
"5507118","2062802",3,2,9,"","170993000984","","5625-032-1997-2","5625-032-1997-1",0
"5507119","2062803",1,2,44,"","","1703141130000035","20070112061478","20060212051732",0
"5507120","2062803",13,2,14,"","170993000925","","6626-035-1997-2","6626-035-1997-1",0
"5507121","2062804",1,2,41,"","","","20060302061833","20050908050955",0
"5507122","2062805",1,1,25,"","","1703132050002533","20070504072591","20060301061688",0
"5507123","2062805",2,2,31,"","","1703141140000065","20070101072330","20061110062210",0
"5507124","2062806",1,1,43,"","","1703181210000051","20040212030821","20070605070730",0
"5507125","2062806",2,2,43,"","","","20040806041503","20061008061020",0
"5507126","2062806",3,1,8,"","170319101367","","3109-003-2002-2","3109-003-2002-1",0
"5507127","2062807",1,2,25,"","","","20030112022680","20030807030625",0
"5507128","2062807",19,1,27,"","","1703141140000065","20041009041670","20040112030963",0
"5507129","2062808",1,1,51,"","","1703101070000044","20070404072577","20070606070537",0
"5507130","2062808",2,2,54,"","","1703131040000022","20070706072617","20071110071962",0
"5507131","2062808",3,2,19,"","","","20061010062014","20050706052297",0
"5507132","2062809",1,2,34,"","","1703141140000065","20060212050641","20050404051412",0
"5507133","2062809",3,2,17,"","170993000925","1703128190000203","20060111051391","20051110051955",0
"5507134","2062809",3,1,16,"","170993000925","1703144070000024","20050908050876","20050503051951",0
"5507135","2062809",3,1,14,"","170993000925","","5548-036-2002-2","5548-036-2002-1",0
"5507136","2062809",3,2,13,"","170993001047","","1823-033-1997-2","1823-033-1997-1",0
"5507137","2062810",1,2,21,"","","","20070111061927","20070302071202",0
"5507138","2062810",18,1,23,"","","1703141130000035","20061211060934","20070101070861",0
"5507139","2062811",1,2,24,"","","1703141130000035","20031109030848","20031007033229",0
"5507140","2062812",1,1,58,"","","","20060112052347","20070201070828",0
"5507141","2062813",1,1,23,"","","1703141130000035","20060908062101","20060201060728",0
"5507142","2062814",1,1,58,"","","1703141070000054","20060503061904","20061009062068",0
"5507143","2062815",1,2,25,"","","","20040112030906","20060908062187",0
"5507144","2062815",2,1,30,"","","1703177060000333","20060504062147","20071212070802",0
"5507145","2062816",1,2,29,"","","1703141130000035","20051211050952","20040403040765",0
"5507146","2062816",2,1,33,"","","1703142020000023","20070908071887","20070806070855",0
"5507147","2062817",1,2,28,"","","1703141130000035","20051110052419","20070403072060",0
"5507148","2062817",3,2,7,"","170993000984","","6840-033-2002-2","6840-033-2002-1",0
"5507149","2062817",3,2,9,"","170993000984","","5655-035-1997-2","5655-035-1997-1",0
"5507150","2062818",1,2,37,"","","1703141140000065","20040403041679","20040301042133",0
"5507151","2062818",3,1,17,"","170993000925","1703141140000065","20050908050876","20050503051951",0
"5507152","2062818",3,1,14,"","170993000925","","6655-037-2002-2","6655-037-2002-1",0
"5507153","2062819",1,2,29,"","","1703132050002536","20070605072004","20061009061186",0
"5507154","2062819",18,2,26,"","","1703132010001974","20070201072371","20061211062171",0
"5507155","2062820",1,2,43,"","","1703180890000100","20070605072058","20070504072627",0
"5507156","2062821",1,2,36,"","","1703132010002232","20061211061784","20060605061640",0
"5507157","2062822",1,1,43,"","","1703141070000043","20070706071218","20050403050760",0
"5507158","2062822",2,2,41,"","","","20040806041503","20041008040641",0
"5507159","2062822",3,1,17,"","170319101386","","20061110060700","20070505070745",0
"5507160","2062822",3,2,16,"","170319101366","10054235","20060112050608","20040504042305",0
"5507161","2062823",1,1,42,"","","1703142020000024","20070303071555","20070302071548",0
"5507162","2062823",2,2,30,"","","1703132030001057","20070808071972","20051211051655",0
"5507165","2062825",1,1,26,"","","1703133010000284","20070112060561","20060302061724",0
"5507166","2062826",1,2,32,"","","","20070604071007","20070605071949",0
"5507167","2062826",2,1,37,"","","","20071110071607","20031008031654",0
"5507168","2062826",3,2,4,"","170319101439","","0835-031-1997-2","0835-031-1997-1",0
"5507169","2062826",3,2,1,"","","","2526-035-1997-2","2526-035-1997-1",0
"5507170","2062827",1,2,39,"","","","20060403060589","20060112050013",0
"5507171","2062828",1,2,34,"","","10054235","20060403062477","20060807060793",0
"5507172","2062829",1,2,32,"","","1703181790000140","20030303032338","20061211061744",0
"5507174","2062831",1,2,25,"","","1703126040000009","20061211061251","20071210070860",0
"5507175","2062831",19,1,27,"","","1703128300000048","20030201033118","20060807060645",0
"5507176","2062832",1,2,56,"","","1703141070000011","20051211050587","20040908042013",0
"5507177","2062833",1,2,26,"","","1703141140000065","20030403032059","20060908062187",0
"5507178","2062834",1,2,32,"","","1703133010000274","20061211061995","20030112022445",0
"5507179","2062835",1,1,49,"","","1703141060000025","20070301070657","20070302070789",0
"5507180","2062835",2,2,49,"","","1703141070000058","20070908071230","20070403072026",0
"5507181","2062835",3,2,25,"","","1703132040000106","20070201072371","20061211062171",0
"5507182","2062836",1,2,31,"","","1703141130000035","20060403062477","20060807060793",0
"5507183","2062837",1,2,40,"","","171242002562","20060302061751","20050706050858",0
"5507184","2062838",1,2,29,"","","1703141120000014","20070302071754","20070112061623",0
"5507185","2062839",1,1,36,"","","1703150030000034","20070112061183","20070402071496",0
"5507186","2062840",1,1,32,"","","1703131040000019","20071009071879","20060605062297",0
"5507187","2062841",1,2,29,"","","1703135030000064","20070302071754","20070112061623",0
"5507188","2062842",1,1,36,"","","1703182790100082","20040201042365","20071211072144",0
"5507189","2062842",2,2,31,"","","1703144070000018","20070604071007","20070605071949",0
"5507190","2062843",1,2,58,"","","","20070112060849","20070112062169",0
"5507191","2062843",2,1,64,"","","1703135020000008","20070909072068","20070111061204",0
"5507192","2062844",1,1,21,"","","1703136020000013","20040201040607","20070504070789",0
"5507193","2062845",1,2,42,"","","1703132050002472","20070201071015","20060112052241",0
"5507194","2062845",3,2,11,"","170993000984","","6750-037-2007-2","6750-037-2007-1",0
"5507195","2062845",3,2,8,"","170993000984","","5615-037-2002-2","5615-037-2002-1",0
"5507196","2062846",1,2,75,"","","","20070403071259","20051009051600",0
"5507197","2062846",8,2,36,"","","1703108140001181","20051109051275","20040212033482",0
"5507198","2062846",8,2,7,"","170993001047","","6849-032-2002-2","6849-032-2002-1",0
"5507199","2062847",1,2,78,"","","","20060504061724","20070403071277",0
"5507200","2062848",1,2,33,"","","1703182550500059","20040112032941","20071008072550",0
"5507201","2062848",18,1,28,"","","1703180890000140","20071110071941","20070606070569",0
"5507202","2062849",1,2,36,"","","1703124350000127","20060807061077","20070212061397",0
"5507203","2062849",3,2,17,"","170993000925","1703180460301154","20060111051391","20051110051955",0
"5507204","2062849",3,1,13,"","170993000984","","6494-036-2007-2","6494-036-2007-1",0
"5507205","2062850",1,1,49,"","","1703141090000058","20070403070819","20070605072649",0
"5507206","2062850",21,1,44,"","","1703141110000036","20070201071881","20070212060520",0
"5507207","2062851",1,1,32,"","","1703132020003428","20071210071946","20070112062420",0
"5507208","2062851",2,2,31,"","","","20070201072488","20071010070767",0
"5507209","2062851",3,2,6,"","170993000984","","6233-037-1997-2","6233-037-1997-1",0
"5507210","2062851",3,2,2,"","","","1233-035-1997-2","1233-035-1997-1",0
"5507211","2062852",1,2,34,"","","1703135030000040","20060212050641","20060302061638",0
"5507212","2062853",1,1,67,"","","1703142030000017","20050808052159","20060302062318",0
"5507213","2062853",2,2,69,"","","1703141120000016","20070908070624","20060808060911",0
"5507214","2062854",1,1,36,"","","1703141120000016","20070112061183","20070402071496",0
"5507215","2062855",1,2,30,"","","","20070403071121","20070201072162",0
"5507216","2062856",1,2,33,"","","1703128210000052","20050604052469","20051110051464",0
"5507217","2062857",1,2,45,"","","1703135030000064","20070302071480","20070201072394",0
"5507218","2062858",1,1,26,"","","","20060201061676","20061110062072",0
"5507219","2062859",1,1,29,"","","1703108150000718","20060403061001","20050908051340",0
"5507220","2062860",1,2,50,"","","1703171130000030","20070302071821","20060403060700",0
"5507221","2062861",1,2,28,"","","1703180300600104","20070706071520","20050705050766",0
"5507222","2062861",2,1,30,"","","1703133010000283","20071110070832","20041211042222",0
"5507223","2062862",1,1,67,"","","1703161210000014","20050808052159","20060302062318",0
"5507224","2062862",2,2,69,"","","1703131040000015","20070908070624","20060808060911",0
"5507225","2062863",1,1,23,"","","1703132050002528","20060302061549","20070504072509",0
"5507226","2062864",1,1,34,"","","","20070302070731","20040907041113",0
"5507227","2062865",1,1,22,"","","1703132040001147","20070504072591","20060301061688",0
"5507228","2062866",1,1,26,"","","1703132020002830","20060201061676","20061110062072",0
"5507229","2062867",1,1,24,"","","1703141070000056","20070807072230","20061009060746",0
"5507230","2062868",1,1,23,"","","1703132050002434","20060302061549","20070504072509",0
"5507231","2062869",1,2,32,"","","1703128260000005","20030111022825","20031211030988",0
"5507232","2062870",1,2,28,"","","1703143080000044","20030201032010","20070706071551",0
"5507233","2062871",1,1,29,"","","10054211","20041109040500","20060404061137",0
"5507234","2062871",6,1,30,"","","1703136020000013","20031211032296","20040807040108",0
"5507235","2062872",1,1,30,"","","10054235","20051110052131","20070212062088",0
"5507236","2062873",1,2,22,"","","1703132050001463","20070606072434","20061110060537",0
"5507237","2062874",1,1,70,"","","","20070707072193","20070505071679",0
"5507238","2062874",16,1,54,"","","","20071009070622","20070403070937",0
"5507239","2062875",1,1,26,"","","","20070112060561","20060302061724",0
"5507240","2062876",1,2,28,"","","1703141070000056","20050112040513","20060706061427",0
"5507241","2062876",3,2,9,"","170319102005","","6735-044-2002-2","6735-044-2002-1",0
"5507242","2062877",1,1,34,"","","1703141140000065","20060706061937","20071110070988",0
"5507243","2062878",1,1,23,"","","1703139070000047","20060302061549","20070504072509",0
"5507244","2062879",1,2,27,"","","","20060403060073","20040605042468",0
"5507245","2062880",1,1,62,"","","1703128190000444","20050706050508","20060403061620",0
"5507246","2062880",2,2,59,"","","","20060101061569","20050806050504",0
"5507247","2062881",1,2,30,"","","1703141130000035","20070403071121","20070201072162",0
"5507248","2062882",1,1,64,"","","","20070909072068","20070111061204",0
"5507249","2062882",2,2,56,"","","1703108140000082","20070112062545","20070403071494",0
"5507250","2062883",1,1,21,"","","1703142090000007","20040201040607","20070504070789",0
"5507251","2062884",1,2,26,"","","1703141070000005","20030403032059","20060908062187",0
"5507252","2062884",19,1,23,"","","1703132020002930","20040202041219","20040908040077",0
"5507253","2062885",1,1,58,"","","","20070908071349","20061009060784",0
"5507254","2062885",2,2,54,"","","1703131040000019","20061009062568","20061009061877",0
"5507255","2062886",1,2,30,"","","","20071211071151","20051110050775",0
"5507256","2062887",1,2,35,"","","1703141140000065","20030303032338","20061211061744",0
"5507257","2062887",3,1,1,"","","","5449-034-1997-2","5449-034-1997-1",0
"5507258","2062888",1,2,28,"","","1703141090000066","20070706071520","20050705050766",0
"5507259","2062888",2,1,30,"","","1703141140000065","20071110070832","20041211042222",0
"5507260","2062889",1,2,68,"","","","20050707050930","20071009071280",0
"5507261","2062890",1,2,27,"","","10054277","20070807071221","20071110070681",0
"5507262","2062891",1,1,56,"","","","20070404072577","20070606070537",0
"5507263","2062891",2,2,55,"","","","20070112062545","20070403071494",0
"5507264","2062891",3,1,17,"","170319102276","1703141130000035","20070111062122","20061211062429",0
"5507265","2062892",1,2,30,"","","1703182780200099","20051110052493","20060112051938",0
"5507266","2062892",3,2,11,"","170993000984","","5900-039-2007-2","5900-039-2007-1",0
"5507267","2062892",3,2,13,"","170993004957","","6590-045-2007-2","6590-045-2007-1",0
"5507268","2062893",1,1,37,"","","1703165050000191","20050908052113","20040706042427",0
"5507269","2062893",3,1,11,"","170993000984","","6475-042-2007-2","6475-042-2007-1",0
"5507270","2062893",19,1,48,"","","1703180940000059","20030908032533","20041211041259",0
"5507271","2062894",1,1,34,"","","170993000773","20070503072335","20070403072352",0
"5507272","2062895",1,1,68,"","","","20060403062146","20060706061321",0
"5507273","2062895",2,2,66,"","","","20070707071715","20070403071666",0
"5507274","2062896",1,1,26,"","","1703128190000185","20041111040078","20050201050911",0
"5507275","2062897",1,1,26,"","","","20070605070729","20070605072471",0
"5507276","2062897",6,1,21,"","","1703180460301140","20071211071528","20071211072427",0
"5507277","2062898",1,1,25,"","","1703132020001962","20030302032696","20070906071665",0
"5507278","2062899",1,1,26,"","","1703141130000035","20070112060561","20060302061724",0
"5507279","2062900",1,1,29,"","","1703141070000055","20061211061663","20071111072016",0
"5507280","2062900",18,1,31,"","","1703132030001072","20070908071978","20070908072605",0
"5507281","2062901",1,1,68,"","","","20070909072068","20070111061204",0
"5507282","2062901",2,2,70,"","","","20050302052102","20070201072424",0
"5507283","2062902",1,1,73,"","","","20040908041116","20040807041626",0
"5507284","2062902",3,1,28,"","","","20041009040727","20060404061137",0
"5507285","2062903",1,1,49,"","","1703128300000042","20040705041324","20071111072395",0
"5507286","2062904",1,1,26,"","","1703180460300736","20070605072057","20070606070569",0
"5507287","2062905",1,1,64,"","","","20070909072068","20070111061204",0
"5507288","2062906",1,2,62,"","","1703132040001193","20031110031718","20050605050864",0
"5507289","2062907",1,2,43,"","","","20050807050666","20051110051086",0
"5507290","2062908",1,1,41,"","","","20061211061952","20070503072368",0
"5507291","2062909",1,1,23,"","","1703141130000035","20030908030660","20070807071144",0
"5507292","2062909",16,1,23,"","","1703132040001144","20060908062101","20060201060728",0
"5507293","2062910",1,1,52,"","","","20071211072358","20060504060698",0
"5507294","2062911",1,1,37,"","","1703128210000035","20060606061115","20030807033042",0
"5507295","2062911",2,2,37,"","","1703132020003438","20070605070513","20070201071167",0
"5507296","2062912",1,1,52,"","","","20060907061623","20061108061106",0
"5507297","2062913",1,2,22,"","","1703141060000025","20051211050038","20050201051804",0
"5507298","2062913",3,1,8,"","170993000984","","5031-044-1997-2","5031-044-1997-1",0
"5507299","2062913",3,2,5,"","170993000984","","6121-198-1997-2","6121-198-1997-1",0
"5507300","2062913",3,1,4,"","170993001047","","6605-037-1997-2","6605-037-1997-1",0
"5507301","2062913",3,2,10,"","170993000984","","5812-046-1997-2","5812-046-1997-1",0
"5507302","2062913",3,1,9,"","170993000984","","5628-037-1997-2","5628-037-1997-1",0
"5507303","2062913",19,1,24,"","","1703141010000053","20040807041563","20051211050092",0
"5507304","2062914",1,1,31,"","","1703150030000030","20060111050610","20040112031630",0
"5507305","2062914",2,2,31,"","","","20071212070605","20070706071153",0
"5507306","2062914",3,2,0,"","","","0853-030-1997-2","0853-030-1997-1",0
"5507307","2062915",1,1,37,"","","","20070403071412","20061009062553",0
"5507308","2062915",2,2,37,"","","1703128300000049","20050604052469","20070403071325",0
"5507309","2062915",5,2,17,"","170993000925","1703136020000013","20070112061625","20070301072548",0
"5507310","2062915",4,2,8,"","170993000984","","3096-003-2002-2","3096-003-2002-1",0
"5507311","2062915",3,2,2,"","","","2727-179-1997-2","2727-179-1997-1",0
"5507312","2062916",1,1,34,"","","1703165050000200","20060302060571","20040111030852",0
"5507313","2062917",1,1,25,"","","1703180300600082","20030302032696","20070906071665",0
"5507314","2062918",1,2,28,"","","1703132010002182","20051110052419","20070403072060",0
"5507315","2062918",3,2,7,"","170993000984","","6840-033-2002-2","6840-033-2002-1",0
"5507316","2062918",3,2,9,"","170993000984","","5655-035-1997-2","5655-035-1997-1",0
"5507317","2062919",1,1,24,"","","1703132040001178","20070807072230","20061009060746",0
"5507318","2062920",1,1,34,"","","","20060302060571","20040111030852",0
"5507319","2062921",1,2,31,"","","1703128190000447","20061211061784","20060605061640",0
"5507320","2062922",1,1,69,"","","1703144070000024","20031212030993","20060504060655",0
"5507321","2062922",2,2,69,"","","1703139070000052","20070403070978","20070111060693",0
"5507322","2062923",1,1,37,"","","1703171130000030","20070403071412","20061009062553",0
"5507323","2062923",2,2,37,"","","1703141070000058","20050604052469","20070403071325",0
"5507324","2062923",5,2,17,"","170993000925","1703141130000035","20070112061625","20070301072548",0
"5507325","2062923",4,2,8,"","170993001047","","3096-003-2002-2","3096-003-2002-1",0
"5507326","2062923",3,2,2,"","","","2727-179-1997-2","2727-179-1997-1",0
"5507327","2062924",1,1,26,"","","1703128260000005","20070605070729","20070605072471",0
"5507328","2062924",6,1,21,"","","1703180460301331","20071211071528","20071211072427",0
"5507329","2062925",1,1,31,"","","4196117","20060111050610","20040112031630",0
"5507330","2062925",2,2,31,"","","1703133010000254","20071212070605","20070706071153",0
"5507331","2062925",3,2,0,"","","","0853-030-1997-2","0853-030-1997-1",0
"5507332","2062926",1,2,36,"","","1703141130000035","20070404072395","20070201072162",0
"5507333","2062927",1,2,35,"","","1703141120000015","20061110062455","20070302070953",0
"5507334","2062927",2,1,39,"","","","20070403071346","20070302072512",0
"5507335","2062927",3,1,7,"","170319102234","","5825-031-2002-2","5825-031-2002-1",0
"5507336","2062927",3,2,4,"","","","3437-007-2007-2","3437-007-2007-1",0
"5507337","2062928",1,2,62,"","","","20070909072452","20071010072417",0
"5507338","2062929",1,2,54,"","","1703114080000148","20070112062545","20070403071494",0
"5507339","2062930",1,1,34,"","","","20070503072335","20070403072352",0
"5507340","2062931",1,1,26,"","","10054252","20070605070729","20070605072471",0
"5507341","2062931",6,1,21,"","","1703171130000002","20071211071528","20071211072427",0
"5507342","2062932",1,1,58,"","","1703180460301309","20061009061121","20060605061057",0
"5507343","2062932",2,2,46,"","","1703141130000035","20070403071557","20070706071386",0
"5507344","2062932",3,2,21,"","","1703141140000065","20070112061510","20070403070908",0
"5507345","2062933",1,2,30,"","","170993004913","20070403071121","20070201072162",0
"5507346","2062934",1,1,74,"","","1703132010002188","20040112032911","20050605050663",0
"5507347","2062934",2,2,70,"","","1703108140001262","20070202071629","20060908060692",0
"5507348","2062935",1,1,23,"","","1703141130000035","20030908030660","20070807071144",0
"5507349","2062935",16,1,23,"","","1703141070000050","20060908062101","20060201060728",0
"5507350","2062936",1,1,43,"","","1703141110000018","20060403062108","20070402071994",0
"5507351","2062937",1,2,41,"","","10054278","20070302071571","20070212061742",0
"5507352","2062937",3,1,15,"","170993000925","","20050402051854","20050403051975",0
"5507353","2062937",3,2,7,"","170993000984","","5990-037-1997-2","5990-037-1997-1",0
"5507354","2062938",1,1,24,"","","","20040807041095","20060908062325",0
"5507355","2062938",3,1,2,"","","","6127-039-1997-2","6127-039-1997-1",0
"5507356","2062938",3,1,2,"","","","6127-039-1997-2","6127-039-1997-1",0
"5507357","2062938",19,1,22,"","","1703142040000035","20060908060719","20060403060772",0
"5507358","2062939",1,2,38,"","","1703182780200098","20060101061275","20060302061638",0
"5507359","2062940",1,1,29,"","","1703141130000035","20070504072591","20060301061688",0
"5507360","2062941",1,1,56,"","","","20061211061187","20061009061336",0
"5507361","2062942",1,2,41,"","","1703132050002515","20050808051181","20070705070645",0
"5507362","2062942",3,1,11,"","170993000984","","1679-030-2002-2","1679-030-2002-1",0
"5507363","2062943",1,1,38,"","","1703128210000055","20040201042134","20040807041767",0
"5507364","2062944",1,2,33,"","","","20040112032210","20060404061280",0
"5507365","2062944",3,2,11,"","170319102235","","6849-032-2007-2","6849-032-2007-1",0
"5507366","2062944",19,1,35,"","","1703180460301335","20050606052514","20060908061055",0
"5507367","2062945",1,2,44,"","","1703128210000031","20070807071675","20070504072627",0
"5507368","2062946",1,1,38,"","","1703106330000191","20040201042365","20071211072144",0
"5507369","2062947",1,1,46,"","","G170314202001N01","20030806030767","20040302041995",0
"5507370","2062947",2,2,44,"","","1703142030000016","20060201062276","20050201050829",0
"5507371","2062947",3,1,17,"","170993000925","","20050908050876","20050503051951",0
"5507372","2062948",1,1,79,"","","","20050201052171","20031211032839",0
"5507373","2062949",1,2,55,"","","","20051110051458","20030808030151",0
"5507374","2062949",3,1,33,"","","1703132020003440","20050212042211","20060807061060",0
"5507375","2062949",6,1,53,"","","1703128300000045","20040112032794","20040807041920",0
"5507376","2062950",1,2,28,"","","1703180760000297","20030908030728","20031009033294",0
"5507377","2062950",18,2,25,"","","1703170050000065","20071110070965","20050112040676",0
"5507378","2062951",1,1,22,"","","1703135030000064","20061211062391","20071009072027",0
"5507379","2062951",2,2,21,"","","1703141120000016","20051211051063","20031211030970",0
"5507380","2062952",1,2,51,"","","","20070302071821","20060403060700",0
"5507381","2062952",2,1,54,"","","1703141130000035","20050201051035","20060404062351",0
"5507382","2062953",1,2,27,"","","1703128210000054","20070404071167","20050403051715",0
"5507383","2062953",3,1,7,"","170319101858","","6413-040-2002-2","6413-040-2002-1",0
"5507384","2062954",1,2,38,"","","1703180940000584","20071212070605","20070706071153",0
"5507385","2062954",3,1,11,"","170319101383","","2485-032-1997-2","2485-032-1997-1",0
"5507386","2062954",3,1,8,"","170319101923","","0374-030-2002-2","0374-030-2002-1",0
"5507387","2062955",1,2,26,"","","1703142020000021","20030403032059","20060908062187",0
"5507388","2062956",1,1,27,"","","","20071211070127","20040112031664",0
"5507389","2062956",18,1,24,"","","","20040201041910","20060112051220",0
"5507390","2062956",18,1,24,"","","","20040201041910","20060112051220",0
"5507391","2062956",18,1,26,"","","1703141130000035","20040201041910","20061009062504",0
"5507392","2062957",1,2,28,"","","1703135030000059","20070706071520","20050705050766",0
"5507393","2062958",1,2,50,"","","1703135030000034","20050807050512","20030302032344",0
"5507394","2062958",3,1,24,"","","1703141070000031","20071211071646","20060302060130",0
"5507395","2062959",1,1,64,"","","","20070909072068","20070908072566",0
"5507396","2062960",1,2,31,"","","1704384610100610","20060202062073","20070112060793",0
"5507397","2062960",3,1,2,"","","","5922-043-1997-2","5922-043-1997-1",0
"5507398","2062960",18,2,27,"","","1703182790100143","20061211061377","20030201030683",0
"5507399","2062960",21,1,28,"","","1703114080000146","20071009072122","20071010070628",0
"5507400","2062961",1,1,57,"","","1703141140000065","20070404072577","20070606070537",0
"5507401","2062961",2,2,61,"","","1703136020000013","20070707071715","20070403071666",0
"5507402","2062962",1,2,31,"","","1703180940000530","20041212042335","20051110051440",0
"5507403","2062962",3,1,9,"","170993000984","","5812-048-1997-2","5812-048-1997-1",0
